run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,delta_pzc,L_gap_nm,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm,pzc_Au_V,pzc_Pd_V
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.3833333333333332e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44182054882426586,0.27804342111640573,0.27804342111640573,8.455906262229008e-10,8.455906262229008e-10,-4.884093129930989e-12,-4.884093129930989e-12,-1.4853591398374676e-20,-1.4853591398374676e-20,True,brentq,18,1.0,0.4966997368082418,-0.2536200614698476,0.6157905980876439,-0.22841357657546935,1.7183940851721289,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,23.833333333333332,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.3833333333333332e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4538782829972849,0.681761991679961,0.681761991679961,2.0733867651494483e-09,2.0733867651494483e-09,1.3222756223285614e-13,1.3222756223285614e-13,4.021328276837661e-22,4.021328276837661e-22,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,23.833333333333332,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.4979166666666666e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4410450744723152,0.2844814738878083,0.2844814738878083,8.651701474817304e-10,8.651701474817304e-10,-5.603850716795478e-13,-5.603850716795478e-13,-1.7042531047303188e-21,-1.7042531047303188e-21,True,brentq,18,1.0,0.49692449988807774,-0.2537893522655538,0.6157893708248052,-0.2284134202964887,1.698888035315088,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,24.979166666666668,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.4979166666666666e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4524923334630846,0.6955137786606049,0.6955137786606049,2.1152089457209437e-09,2.1152089457209437e-09,2.3925306180672123e-13,2.3925306180672123e-13,7.276206915688631e-22,7.276206915688631e-22,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,24.979166666666668,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.6124999999999997e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44030344811856253,0.2907766958773804,0.2907766958773804,8.843152892117548e-10,8.843152892117548e-10,-8.326672684688674e-16,-8.326672684688674e-16,-2.532322592467041e-24,-2.532322592467041e-24,True,brentq,18,1.0,0.4971290203406699,-0.2539436328585999,0.6157887704121003,-0.22841337449133212,1.6809799272518973,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,26.124999999999996,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.6124999999999997e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45116855546037177,0.7089076052467018,0.7089076052467018,2.1559424907369824e-09,2.1559424907369824e-09,4.162226119319712e-13,4.162226119319712e-13,1.2658236532211917e-21,1.2658236532211917e-21,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,26.124999999999996,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.7270833333333332e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4395929357592511,0.29693960162550104,0.29693960162550104,9.030580284212693e-10,9.030580284212693e-10,8.61912208272031e-11,8.61912208272031e-11,2.6212628265596686e-19,2.6212628265596686e-19,True,brentq,16,1.0,0.4973162953781291,-0.25408493291937134,0.6157857477284444,-0.2284123907093394,1.6643450338839951,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,27.270833333333332,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.7270833333333332e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4499016098046095,0.7219679012684773,0.7219679012684773,2.195661696634273e-09,2.195661696634273e-09,7.031042414951116e-13,7.031042414951116e-13,2.1382931970791694e-21,2.1382931970791694e-21,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,27.270833333333332,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.8416666666666663e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.43891075168651306,0.30297654691062836,0.30297654691062836,9.214176944174198e-10,9.214176944174198e-10,5.947065062628099e-11,5.947065062628099e-11,1.8086320655616867e-19,1.8086320655616867e-19,True,brentq,17,1.0,0.49748727370926227,-0.2542142854710395,0.6157848729020393,-0.22841202137135788,1.6475332486874432,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,28.416666666666664,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.8416666666666663e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4486868168675569,0.734716483211586,0.734716483211586,2.2344329120992637e-09,2.2344329120992637e-09,1.1481926520673369e-12,1.1481926520673369e-12,3.4919040335058856e-21,3.4919040335058856e-21,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,28.416666666666664,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.9562499999999998e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4382547295806842,0.3088947275126507,0.3088947275126507,9.394161711347278e-10,9.394161711347278e-10,7.4259765003859e-11,7.4259765003859e-11,2.2584012576398814e-19,2.2584012576398814e-19,True,brentq,17,1.0,0.4976419875449709,-0.2543323162159813,0.6157798749232906,-0.22840948953872062,1.6314708417830772,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,29.562499999999996,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.9562499999999998e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4475200522255897,0.7471729269417481,0.7471729269417481,2.272315671604975e-09,2.272315671604975e-09,1.825095630181295e-12,1.825095630181295e-12,5.550513479675425e-21,5.550513479675425e-21,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,29.562499999999996,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.070833333333333e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.43762312091201583,0.31470317858882085,0.31470317858882085,9.570809364550606e-10,9.570809364550606e-10,-1.1446399383885364e-13,-1.1446399383885364e-13,-3.481099457111359e-22,-3.481099457111359e-22,True,brentq,19,1.0,0.49778637777918633,-0.2544420466737668,0.6157775483953098,-0.2284082359458859,1.616508895171398,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,30.70833333333333,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.070833333333333e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4463976621626754,0.7593548749978094,0.7593548749978094,2.3093636299561534e-09,2.3093636299561534e-09,2.8279600883251987e-12,2.8279600883251987e-12,8.60044281004273e-21,8.60044281004273e-21,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,30.70833333333333,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.185416666666666e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.43701440835226985,0.3204087747904725,0.3204087747904725,9.744328976910351e-10,9.744328976910351e-10,-6.217248937900877e-15,-6.217248937900877e-15,-1.8908008690420574e-23,-1.8908008690420574e-23,True,brentq,19,1.0,0.4979229027181379,-0.25454507941789745,0.6157748059850923,-0.22840728501155066,1.6011310709771678,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,31.85416666666666,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.185416666666666e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44531639466047945,0.7712782919354826,0.7712782919354826,2.345625338845222e-09,2.345625338845222e-09,4.284128607423554e-12,4.284128607423554e-12,1.3028968559749091e-20,1.3028968559749091e-20,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,31.85416666666666,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4364266452950545,0.3260137571549216,0.3260137571549216,9.914788703254266e-10,9.914788703254266e-10,-3.081507271573969e-11,-3.081507271573969e-11,-9.371535039448944e-20,-9.371535039448944e-20,True,brentq,18,1.0,0.49804883808240524,-0.2546404504460128,0.6157729591976836,-0.2284064517138224,1.5880139004887184,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,33.0,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3e-08,1e-08,2.2354166666666667e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4442733425894197,0.7829576780439352,0.7829576780439352,2.381144896810993e-09,2.381144896810993e-09,6.353251258417458e-12,6.353251258417458e-12,1.9321621380523525e-20,1.9321621380523525e-20,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,33.0,22.354166666666668,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.5e-09,1e-08,2.6208333333333335e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4679117994962878,0.1506186182254354,0.1506186182254354,4.580640361663247e-10,4.580640361663247e-10,-1.012800954214299e-13,-1.012800954214299e-13,-3.0801483799707444e-22,-3.0801483799707444e-22,True,brentq,19,1.0,0.4805900016930785,-0.24144042036199156,0.6168088747527716,-0.22879827617836487,2.3501707511095216,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,5.5,26.208333333333336,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.5e-09,1e-08,2.6208333333333335e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5018525068249823,0.40040738320172325,0.40040738320172325,1.2177260966878546e-09,1.2177260966878546e-09,4.223621452581483e-12,4.223621452581483e-12,1.2844953118029819e-20,1.2844953118029819e-20,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,5.5,26.208333333333336,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,6.6458333333333325e-09,1e-08,2.6208333333333335e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46501485894071104,0.16406853040012093,0.16406853040012093,4.989681496776956e-10,4.989681496776956e-10,-7.240716359824262e-11,-7.240716359824262e-11,-2.202059612280082e-19,-2.202059612280082e-19,True,brentq,15,1.0,0.48414114052676605,-0.24412790821815847,0.6168062867416624,-0.2287970233152252,2.2798554520026872,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,6.645833333333332,26.208333333333336,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,6.6458333333333325e-09,1e-08,2.6208333333333335e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4962669720658748,0.4339653605786476,0.4339653605786476,1.319783217805809e-09,1.319783217805809e-09,1.4415135751733033e-11,1.4415135751733033e-11,4.3839568720789413e-20,4.3839568720789413e-20,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,6.645833333333332,26.208333333333336,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.791666666666665e-09,1e-08,2.6208333333333335e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4625432179093036,0.17649122710366744,0.17649122710366744,5.367482771223627e-10,5.367482771223627e-10,1.2583628583584527e-10,1.2583628583584527e-10,3.8269556357151996e-19,3.8269556357151996e-19,True,brentq,17,1.0,0.48668633434618214,-0.24605062316703188,0.6168057561197868,-0.22879698919221747,2.220657337214808,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,7.791666666666665,26.208333333333336,,
