run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,pzc_Au_V,pzc_Pd_V,L_Au_nm,L_Pd_len_nm
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.584166666666665e-07,1e-08,8.7525e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4530902058950335,26.9983998604334,26.9983998604334,8.21080166304036e-08,8.21080166304036e-08,0.0447780494257791,7.247535904753022e-12,7.247535904753022e-12,2.2041335844833125e-20,2.2041335844833125e-20,1.2020361304217303e-14,True,brentq,15,1.0,1.8336666666666665e-06,1.8336666666666665e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,958.4166666666665,875.25
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,8.7525e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44098096760456873,11.050956527590893,11.050956527590893,3.3608366682466585e-08,3.3608366682466585e-08,0.01792207262096605,-1.0252954041334306e-10,-1.0252954041334306e-10,-3.1181467245782433e-19,-3.1181467245782433e-19,-1.6627898811242465e-13,True,brentq,18,1.0,1.87525e-06,1.87525e-06,0.5010851715499591,-0.2569650510445274,0.6218725553677776,-0.23069395894623954,1.893532857206825,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,1000.0,875.25
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,8.7525e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45183661246126966,27.490505371004556,27.490505371004556,8.36046167124368e-08,8.36046167124368e-08,0.04458318448870113,1.2377654456940945e-11,1.2377654456940945e-11,3.764314415852873e-20,3.764314415852873e-20,2.0073667062273686e-14,True,brentq,15,1.0,1.87525e-06,1.87525e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,1000.0,875.25
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5410419624691206,0.5938835943333969,0.5938835943333969,1.80612941108087e-09,1.80612941108087e-09,0.0019656768486278286,-1.1324274851176597e-14,-1.1324274851176597e-14,-3.443958725755176e-23,-3.443958725755176e-23,-3.7481865326557327e-17,True,brentq,19,1.0,9.188333333333334e-07,9.188333333333334e-07,0.33813934569446563,-0.149990179479687,0.6222136014630913,-0.23082251873143259,4.239264283429183,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,2.0,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6366326334481659,2.008769572785685,2.008769572785685,6.1091059596703115e-09,6.1091059596703115e-09,0.006648763968442203,-7.638334409421077e-14,-7.638334409421077e-14,-2.322983924823099e-22,-2.322983924823099e-22,-2.5281885632030826e-16,True,brentq,15,1.0,9.188333333333334e-07,9.188333333333334e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,2.0,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.358333333333333e-08,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49454843770493384,2.359652158365485,2.359652158365485,7.176216355880389e-09,7.176216355880389e-09,0.007471982322825568,-4.822497956524785e-11,-4.822497956524785e-11,-1.4666267055134581e-19,-1.4666267055134581e-19,-1.5270733593198698e-13,True,brentq,18,1.0,9.604166666666666e-07,9.604166666666666e-07,0.4939914705708861,-0.2524193803453639,0.6221656470148661,-0.23080200835500453,3.058788299014182,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,43.58333333333333,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.358333333333333e-08,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5456804148908977,7.448831113479347,7.448831113479347,2.2653518434585183e-08,2.2653518434585183e-08,0.02358717754577199,1.971756091734278e-13,1.971756091734278e-13,5.996539898961953e-22,5.996539898961953e-22,6.243685795014615e-16,True,brentq,17,1.0,9.604166666666666e-07,9.604166666666666e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,43.58333333333333,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.516666666666667e-08,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.48335966488551807,3.2888018015956333,3.2888018015956333,1.000196287244635e-08,1.000196287244635e-08,0.009981998874696954,3.925051395015089e-10,3.925051395015089e-10,1.1936936517833851e-18,1.1936936517833851e-18,1.191311029723937e-12,True,brentq,18,1.0,1.002e-06,1.002e-06,0.4975916181589994,-0.25473242420826986,0.6221603769497696,-0.23079981923641243,2.7996193925766573,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,85.16666666666667,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.516666666666667e-08,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.525907072030894,9.904331018136237,9.904331018136237,3.0121228671109024e-08,3.0121228671109024e-08,0.030061106458192634,3.836930773104541e-12,3.836930773104541e-12,1.1668942506088125e-20,1.1668942506088125e-20,1.1645651203680762e-14,True,brentq,16,1.0,1.002e-06,1.002e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,85.16666666666667,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2675e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4766828660803705,4.009378818578224,4.009378818578224,1.2193394586908832e-08,1.2193394586908832e-08,0.011684159949126086,1.070787902790471e-11,1.070787902790471e-11,3.256499325310149e-20,3.256499325310149e-20,3.120497636646314e-14,True,brentq,18,1.0,1.0435833333333334e-06,1.0435833333333334e-06,0.49873425447058983,-0.2554879368122018,0.6221398577156336,-0.23078978954731633,2.645898220952402,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,126.75,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2675e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5141715954943024,11.729055793837727,11.729055793837727,3.5670614301506246e-08,3.5670614301506246e-08,0.03418089687918829,7.201350626928615e-11,7.201350626928615e-11,2.190087635170429e-19,2.190087635170429e-19,2.098622664061738e-13,True,brentq,12,1.0,1.0435833333333334e-06,1.0435833333333334e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,126.75,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.6833333333333332e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.471902885559349,4.6203578017147935,4.6203578017147935,1.4051514800237624e-08,1.4051514800237624e-08,0.012948715834960182,-2.7859492490733828e-11,-2.7859492490733828e-11,-8.472678694177459e-20,-8.472678694177459e-20,-7.807721112742245e-14,True,brentq,19,1.0,1.0851666666666666e-06,1.0851666666666666e-06,0.49929793937070205,-0.25585651047137675,0.6221267242528893,-0.23078281962283723,2.5487822964000753,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,168.33333333333331,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.6833333333333332e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.505797233686462,13.233291431230551,13.233291431230551,4.0245322631243274e-08,4.0245322631243274e-08,0.037086766362687706,8.15507661400261e-11,8.15507661400261e-11,2.4801364884814805e-19,2.4801364884814805e-19,2.2854890079694186e-13,True,brentq,12,1.0,1.0851666666666666e-06,1.0851666666666666e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,168.33333333333331,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0991666666666664e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46817775941903117,5.160532007456604,5.160532007456604,1.5694302257925558e-08,1.5694302257925558e-08,0.0139288238366324,-5.1514348342607263e-14,-5.1514348342607263e-14,-1.5666635772062762e-22,-1.5666635772062762e-22,-1.3904269600233204e-16,True,brentq,16,1.0,1.12675e-06,1.12675e-06,0.49974585136394123,-0.25613632277974197,0.6221148090450986,-0.23077880001408727,2.46047553973772,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,209.91666666666666,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0991666666666664e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4992813032252888,14.535938165866048,14.535938165866048,4.420695518368727e-08,4.420695518368727e-08,0.03923404054465256,2.483666605712642e-10,2.483666605712642e-10,7.55337131164921e-19,7.55337131164921e-19,6.703679886087606e-13,True,brentq,12,1.0,1.12675e-06,1.12675e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,209.91666666666666,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.515e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46512528720525953,5.649872163987253,5.649872163987253,1.71824922957813e-08,1.71824922957813e-08,0.014706840766717234,-5.828018068143592e-09,-5.828018068143592e-09,-1.7724272806356794e-17,-1.7724272806356794e-17,-1.5170561603158456e-11,True,brentq,17,1.0,1.1683333333333333e-06,1.1683333333333333e-06,0.4999760899324815,-0.2562850008703043,0.6221036140054919,-0.2307733300378877,2.403103355639127,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,251.5,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.515e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49394693296228503,15.697277129925894,15.697277129925894,4.773884001639938e-08,4.773884001639938e-08,0.04086063339492101,9.182841154142807e-10,9.182841154142807e-10,2.7927020789987243e-18,2.7927020789987243e-18,2.390329882167239e-12,True,brentq,12,1.0,1.1683333333333333e-06,1.1683333333333333e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,251.5,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.930833333333333e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4625403918749324,6.100377056785172,6.100377056785172,1.855257583484834e-08,1.855257583484834e-08,0.015333763345835116,-3.9262193496369946e-10,-3.9262193496369946e-10,-1.1940488522323551e-18,-1.1940488522323551e-18,-9.868852005501936e-13,True,brentq,13,1.0,1.2099166666666668e-06,1.2099166666666668e-06,0.5001553449235022,-0.25640199489094045,0.6220868701185934,-0.2307657817291351,2.349179075614943,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,293.0833333333333,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.930833333333333e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4894306787568976,16.752745960929452,16.752745960929452,5.094875070654803e-08,5.094875070654803e-08,0.04210930563252127,3.2199913846397976e-09,3.2199913846397976e-09,9.792695401449495e-18,9.792695401449495e-18,8.093694112362692e-12,True,brentq,12,1.0,1.2099166666666668e-06,1.2099166666666668e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,293.0833333333333,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3466666666666665e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4602971188227067,6.520445871586996,6.520445871586996,1.983009662904212e-08,1.983009662904212e-08,0.015845063227360862,1.48956402767908e-11,1.48956402767908e-11,4.5300887678149064e-20,4.5300887678149064e-20,3.619727341442195e-14,True,brentq,9,1.0,1.2515e-06,1.2515e-06,0.5003028666526417,-0.25649483811806545,0.622073431373614,-0.23076028881882132,2.301774350713206,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,334.66666666666663,916.8333333333334
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3466666666666665e-07,1e-08,9.168333333333334e-07,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.48551464668373495,17.725219769198674,17.725219769198674,5.3906255448857574e-08,5.3906255448857574e-08,0.043073316379430744,1.0046232290505941e-08,1.0046232290505941e-08,3.0552781359114146e-17,3.0552781359114146e-17,2.4412929571805152e-11,True,brentq,12,1.0,1.2515e-06,1.2515e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,334.66666666666663,916.8333333333334
