d_Au_Pd_m,d_Au_Pd_nm,d_over_lambda_D,applicable,diagnostic_status,formula,mean_definition,surface_charge_definition,surface_charge_sign_convention,interpretation,gouy_chapman_numerator_C_per_m,metal,effective_C_H_F_per_m2,boundary_length_m,boundary_area_m2,n_boundary_quadrature_points,n_boundary_nodes,mean_signed_sigma_C_per_m2,mean_abs_sigma_C_per_m2,local_min_sigma_C_per_m2,local_max_sigma_C_per_m2,charge_sign,has_sign_change,has_zero_charge,has_zero_crossing,mean_gouy_chapman_length_m,mean_gouy_chapman_length_nm,mean_length_infinite,local_min_gouy_chapman_length_m,local_min_gouy_chapman_length_nm,local_max_gouy_chapman_length_m,local_max_gouy_chapman_length_nm,local_max_length_infinite,zero_tolerance_C_per_m2
7.500000000000001e-09,7.500000000000001,2.4661172838301355,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.02707098878494935,0.02707098878494935,-0.04278514174767842,-0.02634768254262488,negative,False,False,False,1.3185929409137361e-09,1.318592940913736,False,8.342993211498715e-10,0.8342993211498715,1.3547914378291642e-09,1.3547914378291641,False,1.2160268666911639e-15
8e-09,8.0,2.630525102752144,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036020209233287546,0.036020209233287546,-0.04803202762761047,-0.035324704240675776,negative,False,False,False,9.909885443530837e-10,0.9909885443530837,False,7.431627703109926e-10,0.7431627703109925,1.0105000305787771e-09,1.0105000305787772,False,1.3651523325850823e-15
8e-09,8.0,2.630525102752144,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.027083482788712292,0.027083482788712292,-0.042940345267137,-0.02635047005745716,negative,False,False,False,1.317984654848975e-09,1.317984654848975,False,8.312838309362084e-10,0.8312838309362084,1.354648119656116e-09,1.354648119656116,False,1.2204380160237917e-15
8.5e-09,8.5,2.794932921674153,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036026318669352936,0.036026318669352936,-0.048090471410483,-0.0353264163375645,negative,False,False,False,9.908204899590496e-10,0.9908204899590496,False,7.422596133588332e-10,0.7422596133588332,1.010451056634127e-09,1.010451056634127,False,1.366813404799899e-15
8.5e-09,8.5,2.794932921674153,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.02709391966192896,0.02709391966192896,-0.04306917898697631,-0.026352804292544687,negative,False,False,False,1.317476952791989e-09,1.3174769527919892,False,8.287971945363325e-10,0.8287971945363325,1.3545281298767722e-09,1.3545281298767722,False,1.2240996905739028e-15
9.000000000000001e-09,9.000000000000002,2.9593407405961627,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036031344169362906,0.036031344169362906,-0.04813822500117561,-0.03532782513373278,negative,False,False,False,9.906822944934914e-10,0.9906822944934914,False,7.415232845522947e-10,0.7415232845522947,1.0104107620625975e-09,1.0104107620625975,False,1.3681706434788227e-15
9.000000000000001e-09,9.000000000000002,2.9593407405961627,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.027102509854629576,0.027102509854629576,-0.04317454402375803,-0.026354725021022058,negative,False,False,False,1.3170593759342072e-09,1.3170593759342073,False,8.267745617822065e-10,0.8267745617822065,1.3544294120661943e-09,1.3544294120661944,False,1.2270943450334367e-15
9.123653667053e-09,9.123653667053,2.9999999999999463,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03603246459847138,0.03603246459847138,-0.04814885072838069,-0.03532813899975575,negative,False,False,False,9.90651489237943e-10,0.990651489237943,False,7.413596415157804e-10,0.7413596415157804,1.010401785263467e-09,1.010401785263467,False,1.3684726448099323e-15
9.123653667053e-09,9.123653667053,2.9999999999999463,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.02710441938116862,0.02710441938116862,-0.04319789344129851,-0.02635515293852227,negative,False,False,False,1.3169665881199222e-09,1.3169665881199222,False,8.263276718318636e-10,0.8263276718318636,1.3544074207672034e-09,1.3544074207672034,False,1.2277579753941414e-15
9.5e-09,9.5,3.1237485595181713,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03603552489599968,0.03603552489599968,-0.04817775274441535,-0.035328996918244614,negative,False,False,False,9.9056735869419e-10,0.99056735869419,False,7.40914897063705e-10,0.740914897063705,1.0103772489774593e-09,1.0103772489774594,False,1.3692940895116224e-15
9.5e-09,9.5,3.1237485595181713,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.02710964867479372,0.02710964867479372,-0.043261639411245535,-0.02635632261231958,negative,False,False,False,1.316712552921372e-09,1.3167125529213721,False,8.251100790718144e-10,0.8251100790718144,1.3543473131833703e-09,1.3543473131833703,False,1.2295697448293349e-15
1e-08,10.0,3.2881563784401804,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03603900452104334,0.03603900452104334,-0.04821050101432379,-0.035329972033136356,negative,False,False,False,9.904717177897157e-10,0.9904717177897157,False,7.404116108393818e-10,0.7404116108393818,1.0103493623462206e-09,1.0103493623462207,False,1.3702248513233084e-15
1e-08,10.0,3.2881563784401804,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.02711558533823186,0.02711558533823186,-0.04333371578646425,-0.026357652068509527,negative,False,False,False,1.3164242729829542e-09,1.3164242729829543,False,8.237376847922891e-10,0.823737684792289,1.3542790011268118e-09,1.3542790011268118,False,1.231618278622598e-15
1.5000000000000002e-08,15.000000000000002,4.932234567660271,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036053645036382274,0.036053645036382274,-0.04834633108285618,-0.035334071644623065,negative,False,False,False,9.900695111234425e-10,0.9900695111234425,False,7.383314083174959e-10,0.7383314083174959,1.0102321372527437e-09,1.0102321372527436,False,1.3740853740630479e-15
1.5000000000000002e-08,15.000000000000002,4.932234567660271,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.027140505883630494,0.027140505883630494,-0.0436317104537044,-0.026363241444851693,negative,False,False,False,1.315215525769494e-09,1.315215525769494,False,8.18111743596761e-10,0.818111743596761,1.3539918750150466e-09,1.3539918750150466,False,1.2400877964667074e-15
1.5206089445089002e-08,15.206089445089003,5.000000000000131,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03605384272623198,0.03605384272623198,-0.04834812014175561,-0.03533412712138425,negative,False,False,False,9.900640823902465e-10,0.9900640823902465,False,7.383040873301875e-10,0.7383040873301875,1.0102305511259143e-09,1.0102305511259142,False,1.3741362221752413e-15
1.5206089445089002e-08,15.206089445089003,5.000000000000131,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.02714084587661293,0.02714084587661293,-0.043635694451288023,-0.026363317084557053,negative,False,False,False,1.3151990500836888e-09,1.3151990500836888,False,8.180370488943938e-10,0.8180370488943938,1.3539879902403743e-09,1.3539879902403742,False,1.2402010284884006e-15
2e-08,20.0,6.576312756880361,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036056082754511096,0.036056082754511096,-0.048368408887073416,-0.03533475327533532,negative,False,False,False,9.900025734471428e-10,0.9900025734471428,False,7.379943962748148e-10,0.7379943962748148,1.0102126492080447e-09,1.0102126492080445,False,1.3747128629993715e-15
2e-08,20.0,6.576312756880361,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.02714464765117354,0.02714464765117354,-0.04368001249097773,-0.026364170795278738,negative,False,False,False,1.315014848381939e-09,1.315014848381939,False,8.172070629046224e-10,0.8172070629046224,1.3539441461129305e-09,1.3539441461129305,False,1.2414606229349865e-15
3.0000000000000004e-08,30.000000000000004,9.864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036056572167278825,0.036056572167278825,-0.04837276829217455,-0.03533489004978251,negative,False,False,False,9.899891356778151e-10,0.9899891356778151,False,7.379278874383492e-10,0.7379278874383493,1.010208738872497e-09,1.010208738872497,False,1.3748367647444454e-15
3.0000000000000004e-08,30.000000000000004,9.864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.027145480565554842,0.027145480565554842,-0.0436895711164044,-0.026364357282540468,negative,False,False,False,1.3149744993162373e-09,1.3149744993162373,False,8.170282702085456e-10,0.8170282702085456,1.3539345690413698e-09,1.3539345690413698,False,1.2417322954094176e-15
5.0000000000000004e-08,50.00000000000001,16.440781892200903,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.0360565893474862,0.0360565893474862,-0.0483729213351675,-0.03533489481856614,negative,False,False,False,9.899886639687888e-10,0.9899886639687888,False,7.379255527707427e-10,0.7379255527707427,1.0102086025351193e-09,1.0102086025351193,False,1.3748411144879213e-15
5.0000000000000004e-08,50.00000000000001,16.440781892200903,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999982e-08,2.499999999999998e-10,285,58,-0.027145509155499806,0.027145509155499806,-0.04368989562850046,-0.02636436378451005,negative,False,False,False,1.3149731143708179e-09,1.3149731143708179,False,8.170222016301549e-10,0.8170222016301549,1.3539342351345304e-09,1.3539342351345305,False,1.2417415185979183e-15
7.500000000000001e-08,75.00000000000001,24.661172838301354,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03605659034421933,0.03605659034421933,-0.04837293186588717,-0.03533489507603759,negative,False,False,False,9.89988636601961e-10,0.989988636601961,False,7.37925392125381e-10,0.737925392125381,1.0102085951741275e-09,1.0102085951741275,False,1.3748414137889759e-15
7.500000000000001e-08,75.00000000000001,24.661172838301354,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.027145510361448546,0.027145510361448546,-0.043689910419128515,-0.02636436413529969,negative,False,False,False,1.3149730559526798e-09,1.3149730559526798,False,8.170219250383427e-10,0.8170219250383427,1.3539342171198308e-09,1.3539342171198308,False,1.2417419389728512e-15
1.0000000000000001e-07,100.00000000000001,32.881563784401806,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036056590806987386,0.036056590806987386,-0.048372936770963916,-0.035334895195406855,negative,False,False,False,9.89988623895959e-10,0.9899886238959589,False,7.379253172988164e-10,0.7379253172988164,1.0102085917614144e-09,1.0102085917614143,False,1.374841553199642e-15
1.0000000000000001e-07,100.00000000000001,32.881563784401806,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.027145510917276856,0.027145510917276856,-0.043689917252018484,-0.026364364297930317,negative,False,False,False,1.3149730290274452e-09,1.3149730290274453,False,8.170217972600985e-10,0.8170217972600985,1.3539342087679823e-09,1.3539342087679824,False,1.2417421331752645e-15
